Taxon,Genus,Species,Taxon Aphia ID,Soniferous Category,Reference Aphia ID,Notes
Tenuicephalus silus,Tenuicephalus,silus,1605271,Likely to produce sound under natural conditions but unconfirmed,452075,
Tenuicephalus squamilabrus,Tenuicephalus,squamilabrus,1577303,Likely to produce sound under natural conditions but unconfirmed,452075,
Tephrinectes sinensis,Tephrinectes,sinensis,282940,Does not or is unlikely to produce sound under natural conditions,452075,
Teramulus kieneri,Teramulus,kieneri,282941,Does not or is unlikely to produce sound under natural conditions,452075,
Teramulus waterloti,Teramulus,waterloti,1015745,Does not or is unlikely to produce sound under natural conditions,452075,
Terapon jarbua,Terapon,jarbua,218350,Produces active sound under natural conditions,451928,
Terapon puta,Terapon,puta,127078,Likely to produce sound under natural conditions but unconfirmed,452075,
Terapon theraps,Terapon,theraps,218349,Produces active sound under natural conditions,451997,
Terateleotris aspro,Terateleotris,aspro,1010552,Likely to produce sound under natural conditions but unconfirmed,452075,
Terelabrus dewapyle,Terelabrus,dewapyle,1006910,Likely to produce sound under natural conditions but unconfirmed,452075,
Terelabrus flavocephalus,Terelabrus,flavocephalus,1376244,Likely to produce sound under natural conditions but unconfirmed,452075,
Terelabrus rubrovittatus,Terelabrus,rubrovittatus,282942,Likely to produce sound under natural conditions but unconfirmed,452075,
Terelabrus zonalis,Terelabrus,zonalis,1494210,Likely to produce sound under natural conditions but unconfirmed,452075,
Terranatos dolichopterus,Terranatos,dolichopterus,1013391,Likely to produce sound under natural conditions but unconfirmed,452075,
Terrapene carolina,Terrapene,carolina,1506580,Unknown or undetermined,,"Although multiple turtle species have been shown to use underwater sound for communication, little research has been conducted to date."
Terrapene ornata,Terrapene,ornata,1287522,Unknown or undetermined,,"Although multiple turtle species have been shown to use underwater sound for communication, little research has been conducted to date."
Tetrabrachium ocellatum,Tetrabrachium,ocellatum,282943,Does not or is unlikely to produce sound under natural conditions,452075,
Tetracamphilius angustifrons,Tetracamphilius,angustifrons,1469371,Does not or is unlikely to produce sound under natural conditions,452075,
Tetracamphilius clandestinus,Tetracamphilius,clandestinus,1321285,Does not or is unlikely to produce sound under natural conditions,452075,
Tetracamphilius notatus,Tetracamphilius,notatus,1017096,Does not or is unlikely to produce sound under natural conditions,452075,
Tetracamphilius pectinatus,Tetracamphilius,pectinatus,1009666,Does not or is unlikely to produce sound under natural conditions,452075,
Tetracentrum apogonoides,Tetracentrum,apogonoides,1019887,Does not or is unlikely to produce sound under natural conditions,452075,
Tetracentrum caudovittatus,Tetracentrum,caudovittatus,1525392,Does not or is unlikely to produce sound under natural conditions,452075,
Tetracentrum honessi,Tetracentrum,honessi,1525062,Does not or is unlikely to produce sound under natural conditions,452075,
Tetractenos glaber,Tetractenos,glaber,282944,Likely to produce sound under natural conditions but unconfirmed,452075,
Tetractenos hamiltoni,Tetractenos,hamiltoni,282945,Likely to produce sound under natural conditions but unconfirmed,452075,
Tetragondacnus spilotus,Tetragondacnus,spilotus,398387,Likely to produce sound under natural conditions but unconfirmed,452075,
Tetragonopterus anostomus,Tetragonopterus,anostomus,1007851,Likely to produce sound under natural conditions but unconfirmed,452075,
Tetragonopterus araguaiensis,Tetragonopterus,araguaiensis,1384682,Likely to produce sound under natural conditions but unconfirmed,452075,
Tetragonopterus argenteus,Tetragonopterus,argenteus,1022881,Likely to produce sound under natural conditions but unconfirmed,452075,
Tetragonopterus carvalhoi,Tetragonopterus,carvalhoi,1384601,Likely to produce sound under natural conditions but unconfirmed,452075,
Tetragonopterus chalceus,Tetragonopterus,chalceus,1022673,Likely to produce sound under natural conditions but unconfirmed,452075,
Tetragonopterus daguae,Tetragonopterus,daguae,1525925,Likely to produce sound under natural conditions but unconfirmed,452075,
Tetragonopterus denticulatus,Tetragonopterus,denticulatus,1007443,Likely to produce sound under natural conditions but unconfirmed,452075,
Tetragonopterus fasciatus,Tetragonopterus,fasciatus,1568302,Likely to produce sound under natural conditions but unconfirmed,452075,
Tetragonopterus franciscoensis,Tetragonopterus,franciscoensis,1494211,Likely to produce sound under natural conditions but unconfirmed,452075,
Tetragonopterus georgiae,Tetragonopterus,georgiae,1524566,Likely to produce sound under natural conditions but unconfirmed,452075,
Tetragonopterus juruena,Tetragonopterus,juruena,1494212,Likely to produce sound under natural conditions but unconfirmed,452075,
Tetragonopterus kuluene,Tetragonopterus,kuluene,1494213,Likely to produce sound under natural conditions but unconfirmed,452075,
Tetragonopterus manaos,Tetragonopterus,manaos,1494214,Likely to produce sound under natural conditions but unconfirmed,452075,
Tetragonopterus ommatus,Tetragonopterus,ommatus,1494215,Likely to produce sound under natural conditions but unconfirmed,452075,
Tetragonopterus rarus,Tetragonopterus,rarus,1009533,Likely to produce sound under natural conditions but unconfirmed,452075,
Tetragonopterus signatus,Tetragonopterus,signatus,1021155,Likely to produce sound under natural conditions but unconfirmed,452075,
Tetragonurus atlanticus,Tetragonurus,atlanticus,127079,Does not or is unlikely to produce sound under natural conditions,452075,
Tetragonurus cuvieri,Tetragonurus,cuvieri,127080,Does not or is unlikely to produce sound under natural conditions,452075,
Tetragonurus pacificus,Tetragonurus,pacificus,274002,Does not or is unlikely to produce sound under natural conditions,452075,
Tetranematichthys barthemi,Tetranematichthys,barthemi,1008101,Likely to produce sound under natural conditions but unconfirmed,452075,
Tetranematichthys quadrifilis,Tetranematichthys,quadrifilis,1021345,Likely to produce sound under natural conditions but unconfirmed,452075,
Tetranematichthys wallacei,Tetranematichthys,wallacei,1008951,Likely to produce sound under natural conditions but unconfirmed,452075,
Tetraodon barbatus,Tetraodon,barbatus,1010492,Likely to produce sound under natural conditions but unconfirmed,452075,
Tetraodon duboisi,Tetraodon,duboisi,1383574,Likely to produce sound under natural conditions but unconfirmed,452075,
Tetraodon implutus,Tetraodon,implutus,275364,Likely to produce sound under natural conditions but unconfirmed,452075,
Tetraodon lineatus,Tetraodon,lineatus,154805,Likely to produce sound under natural conditions but unconfirmed,452075,
Tetraodon mbu,Tetraodon,mbu,275366,Likely to produce sound under natural conditions but unconfirmed,452075,
Tetraodon miurus,Tetraodon,miurus,1018863,Likely to produce sound under natural conditions but unconfirmed,452075,
Tetraodon pustulatus,Tetraodon,pustulatus,275368,Likely to produce sound under natural conditions but unconfirmed,452075,
Tetraodon schoutedeni,Tetraodon,schoutedeni,1016284,Likely to produce sound under natural conditions but unconfirmed,452075,
Tetraodon waandersii,Tetraodon,waandersii,1021644,Likely to produce sound under natural conditions but unconfirmed,452075,
Tetrapleurodon geminis,Tetrapleurodon,geminis,1008280,Unknown or undetermined,452074,
Tetrapleurodon spadiceus,Tetrapleurodon,spadiceus,1467197,Unknown or undetermined,452074,
Tetrapturus angustirostris,Tetrapturus,angustirostris,219734,Does not or is unlikely to produce sound under natural conditions,452075,
Tetrapturus belone,Tetrapturus,belone,126952,Does not or is unlikely to produce sound under natural conditions,452075,
Tetrapturus georgii,Tetrapturus,georgii,126953,Does not or is unlikely to produce sound under natural conditions,452075,
Tetrapturus pfluegeri,Tetrapturus,pfluegeri,126954,Does not or is unlikely to produce sound under natural conditions,452075,
Tetrodon amboinensis,Tetrodon,amboinensis,298329,Likely to produce sound under natural conditions but unconfirmed,452075,
Tetrodon lagocephalus,Tetrodon,lagocephalus,298331,Likely to produce sound under natural conditions but unconfirmed,452075,
Tetronarce californica,Tetronarce,californica,845703,Unknown or undetermined,452074,
Tetronarce cowleyi,Tetronarce,cowleyi,1006868,Unknown or undetermined,452074,
Tetronarce fairchildi,Tetronarce,fairchildi,845704,Unknown or undetermined,452074,
Tetronarce formosa,Tetronarce,formosa,845705,Unknown or undetermined,452074,
Tetronarce macneilli,Tetronarce,macneilli,845706,Unknown or undetermined,452074,
Tetronarce microdiscus,Tetronarce,microdiscus,1011972,Unknown or undetermined,452074,
Tetronarce nobiliana,Tetronarce,nobiliana,321911,Unknown or undetermined,452074,
Tetronarce occidentalis,Tetronarce,occidentalis,1418560,Unknown or undetermined,452074,
Tetronarce peruana,Tetronarce,peruana,845707,Unknown or undetermined,452074,
Tetronarce puelcha,Tetronarce,puelcha,321912,Unknown or undetermined,452074,
Tetronarce semipelagica,Tetronarce,semipelagica,1011973,Unknown or undetermined,452074,
Tetronarce tokionis,Tetronarce,tokionis,845708,Unknown or undetermined,452074,
Tetronarce tremens,Tetronarce,tremens,845709,Unknown or undetermined,452074,
Tetrosomus concatenatus,Tetrosomus,concatenatus,219916,Likely to produce sound under natural conditions but unconfirmed,452075,
Tetrosomus gibbosus,Tetrosomus,gibbosus,219915,Likely to produce sound under natural conditions but unconfirmed,452075,
Tetrosomus reipublicae,Tetrosomus,reipublicae,279259,Likely to produce sound under natural conditions but unconfirmed,452075,
Tetrosomus stellifer,Tetrosomus,stellifer,279260,Likely to produce sound under natural conditions but unconfirmed,452075,
Tewara cranwellae,Tewara,cranwellae,282949,Does not or is unlikely to produce sound under natural conditions,452075,
Thalasseleotris adela,Thalasseleotris,adela,282950,Does not or is unlikely to produce sound under natural conditions,452075,
Thalasseleotris iota,Thalasseleotris,iota,282951,Does not or is unlikely to produce sound under natural conditions,452075,
Thalassobathia nelsoni,Thalassobathia,nelsoni,272776,Likely to produce sound under natural conditions but unconfirmed,452075,
Thalassobathia pelagica,Thalassobathia,pelagica,126660,Likely to produce sound under natural conditions but unconfirmed,452075,
Thalassoma amblycephalum,Thalassoma,amblycephalum,212216,Likely to produce sound under natural conditions but unconfirmed,452075,
Thalassoma ascensionis,Thalassoma,ascensionis,273576,Likely to produce sound under natural conditions but unconfirmed,452075,
Thalassoma ballieui,Thalassoma,ballieui,273577,Likely to produce sound under natural conditions but unconfirmed,452075,
Thalassoma bifasciatum,Thalassoma,bifasciatum,159786,Produces passive sound under natural conditions,452136,
Thalassoma cupido,Thalassoma,cupido,273578,Likely to produce sound under natural conditions but unconfirmed,452075,
Thalassoma duperrey,Thalassoma,duperrey,273579,Produces active sound under natural conditions,451963,
Thalassoma genivittatum,Thalassoma,genivittatum,212215,Likely to produce sound under natural conditions but unconfirmed,452075,
Thalassoma grammaticum,Thalassoma,grammaticum,273580,Likely to produce sound under natural conditions but unconfirmed,452075,
Thalassoma hardwicke,Thalassoma,hardwicke,212217,Likely to produce sound under natural conditions but unconfirmed,452075,
Thalassoma hebraicum,Thalassoma,hebraicum,212207,Likely to produce sound under natural conditions but unconfirmed,452075,
Thalassoma heiseri,Thalassoma,heiseri,273581,Likely to produce sound under natural conditions but unconfirmed,452075,
Thalassoma jansenii,Thalassoma,jansenii,273582,Likely to produce sound under natural conditions but unconfirmed,452075,
Thalassoma loxum,Thalassoma,loxum,273583,Likely to produce sound under natural conditions but unconfirmed,452075,
Thalassoma lucasanum,Thalassoma,lucasanum,273584,Likely to produce sound under natural conditions but unconfirmed,452075,
Thalassoma lunare,Thalassoma,lunare,212209,Likely to produce sound under natural conditions but unconfirmed,452075,
Thalassoma lutescens,Thalassoma,lutescens,273585,Likely to produce sound under natural conditions but unconfirmed,452075,
Thalassoma newtoni,Thalassoma,newtoni,273586,Likely to produce sound under natural conditions but unconfirmed,452075,
Thalassoma nigrofasciatum,Thalassoma,nigrofasciatum,273587,Likely to produce sound under natural conditions but unconfirmed,452075,
